152500	59
153000	62
153500	61
154000	68
154500	68
155000	69
155500	65
156000	70
156500	72
157000	87
157500	76
158000	75
158500	71
159000	67
159500	85
160000	80
160500	64
161000	77
161500	77
162000	65
162500	71
163000	65
163500	66
164000	76
164500	87
165000	90
165500	72
166000	65
166500	67
167000	67
167500	65
168000	70
168500	70
169000	68
169500	70
170000	71
170500	108
171000	151
171500	144
172000	138
172500	145
173000	142
173500	154
174000	154
174500	148
175000	163
175500	138
176000	165
176500	146
177000	153
177500	153
178000	108
178500	69
179000	72
179500	83
180000	79
180500	74
181000	70
181500	70
182000	86
182500	80
183000	72
183500	84
184000	85
184500	79
185000	70
185500	78
186000	75
186500	71
187000	77
187500	73
188000	76
188500	73
189000	75
189500	78
190000	82
190500	74
191000	80
191500	74
192000	79
192500	132
193000	161
193500	168
194000	162
194500	167
195000	164
195500	177
196000	167
196500	171
197000	161
197500	174
198000	174
198500	192
199000	143
199500	100
200000	90
200500	95
201000	87
201500	140
202000	100
202500	84
203000	82
203500	91
204000	86
204500	84
205000	82
205500	79
206000	86
206500	87
207000	85
207500	84
208000	83
208500	83
209000	83
209500	88
210000	82
210500	90
211000	90
211500	142
212000	179
212500	178
213000	204
213500	189
214000	222
214500	243
215000	187
215500	213
216000	192
216500	194
217000	222
217500	247
218000	253
218500	203
219000	232
219500	175
220000	103
220500	105
221000	87
221500	84
222000	101
222500	115
223000	100
223500	99
224000	101
224500	94
225000	93
225500	93
226000	91
226500	94
227000	87
227500	94
228000	112
228500	92
229000	97
229500	99
230000	107
230500	95
231000	207
231500	200
232000	277
232500	282
233000	269
233500	237
234000	228
234500	218
235000	213
235500	207
236000	227
236500	218
237000	228
237500	203
238000	189
238500	106
239000	106
239500	99
240000	100
240500	108
241000	110
241500	122
242000	124
242500	104
243000	118
243500	98
244000	99
244500	107
245000	163
245500	132
246000	156
246500	113
247000	106
247500	138
248000	237
248500	248
249000	242
249500	270
250000	242
250500	227
251000	247
251500	224
252000	257
252500	238
253000	226
253500	272
254000	272
254500	229
255000	122
255500	121
256000	114
256500	109
257000	120
257500	112
258000	102
258500	107
259000	106
259500	103
260000	111
260500	117
261000	98
261500	115
262000	105
262500	103
263000	121
263500	119
264000	102
264500	213
265000	225
265500	236
266000	225
266500	235
267000	228
267500	215
268000	237
268500	230
269000	243
269500	235
270000	209
270500	231
271000	232
271500	242
272000	112
272500	115
273000	111
273500	114
274000	121
274500	122
275000	120
275500	125
276000	118
276500	118
277000	117
277500	109
278000	114
278500	122
279000	128
279500	109
280000	131
280500	118
281000	114
281500	144
282000	118
282500	115
283000	119
283500	125
284000	137
284500	117
285000	117
285500	151
286000	274
286500	305
287000	264
287500	257
288000	262
288500	248
289000	251
289500	250
290000	145
290500	131
291000	125
291500	114
292000	121
292500	118
293000	118
293500	115
294000	124
294500	139
295000	135
295500	127
296000	124
296500	118
297000	132
297500	114
298000	122
298500	126
299000	206
299500	260
300000	256
300500	262
301000	256
301500	259
302000	257
302500	277
303000	243
303500	137
304000	123
304500	124
305000	117
305500	127
306000	123
306500	122
307000	127
307500	129
308000	121
308500	117
309000	126
309500	130
310000	118
310500	128
311000	131
311500	125
312000	124
312500	265
313000	248
313500	262
314000	264
314500	242
315000	264
315500	265
316000	250
316500	231
317000	131
317500	135
318000	130
318500	116
319000	128
319500	131
320000	128
320500	133
321000	129
321500	130
322000	118
322500	135
323000	120
323500	130
324000	125
324500	133
325000	128
325500	132
326000	140
326500	135
327000	133
327500	122
328000	135
328500	141
329000	124
329500	201
330000	277
330500	276
331000	282
331500	284
332000	253
332500	277
333000	278
333500	226
334000	137
334500	134
335000	135
335500	138
336000	140
336500	123
337000	139
337500	136
338000	126
338500	140
339000	143
339500	145
340000	139
340500	127
341000	136
341500	145
342000	272
342500	286
343000	261
343500	283
344000	287
344500	307
345000	303
345500	298
346000	154
346500	144
347000	144
347500	136
348000	144
348500	135
349000	145
349500	170
350000	150
350500	180
351000	155
351500	149
352000	136
352500	154
353000	152
353500	135
354000	150
354500	131
355000	148
355500	156
356000	142
356500	176
357000	222
357500	308
358000	330
358500	293
359000	302
359500	299
360000	315
360500	286
361000	185
361500	159
362000	146
362500	147
363000	155
363500	154
364000	166
364500	140
365000	155
365500	150
366000	148
366500	183
367000	189
367500	208
368000	305
368500	311
369000	303
369500	312
370000	346
370500	278
371000	314
371500	164
372000	151
372500	151
373000	138
373500	177
374000	224
374500	268
375000	301
375500	257
376000	256
376500	183
377000	317
377500	305
378000	349
378500	323
379000	384
379500	357
380000	332
380500	343
381000	315
381500	332
382000	168
382500	170
383000	172
383500	210
384000	172
384500	139
385000	177
385500	174
386000	151
386500	165
387000	170
387500	197
388000	156
388500	327
389000	305
389500	360
390000	314
390500	340
391000	392
391500	325
392000	362
392500	349
393000	345
393500	185
394000	175
394500	203
395000	206
395500	192
396000	218
396500	198
397000	166
397500	169
398000	302
398500	344
399000	339
399500	342
400000	343
400500	325
401000	330
401500	158
402000	167
402500	156
403000	165
403500	163
404000	177
404500	149
405000	167
405500	168
406000	186
406500	159
407000	191
407500	195
408000	339
408500	349
409000	314
409500	354
410000	354
410500	434
411000	488
411500	342
412000	361
412500	200
413000	177
413500	176
414000	163
414500	184
415000	192
415500	214
416000	201
416500	245
417000	205
417500	245
418000	295
418500	399
419000	350
419500	426
420000	383
420500	417
421000	445
421500	486
422000	390
422500	240
423000	239
423500	226
424000	229
424500	230
425000	191
425500	222
426000	205
426500	285
427000	432
427500	401
428000	385
428500	385
429000	347
429500	384
430000	367
430500	373
431000	375
431500	166
432000	199
432500	181
433000	225
433500	211
434000	227
434500	212
435000	228
435500	219
436000	235
436500	393
437000	418
437500	392
438000	416
438500	385
439000	423
439500	373
440000	241
440500	195
441000	231
441500	197
442000	226
442500	237
443000	217
443500	234
444000	163
444500	192
445000	292
445500	342
446000	371
446500	380
447000	335
447500	358
448000	341
448500	187
449000	163
449500	171
450000	184
450500	199
451000	170
451500	183
452000	185
452500	164
453000	201
453500	185
454000	190
454500	393
455000	406
455500	394
456000	385
456500	195
457000	192
457500	173
458000	188
458500	183
459000	197
459500	192
460000	182
460500	193
461000	173
461500	190
462000	331
462500	383
463000	411
463500	360
464000	406
464500	410
465000	169
465500	207
466000	207
466500	179
467000	189
467500	205
468000	179
468500	200
469000	202
469500	229
470000	208
470500	391
471000	445
471500	409
472000	579
472500	368
473000	255
473500	180
474000	198
474500	180
475000	227
475500	198
476000	198
476500	187
477000	197
477500	182
478000	198
478500	306
479000	420
479500	421
480000	415
480500	426
481000	430
481500	456
482000	394
482500	329
483000	198
483500	179
484000	207
484500	190
485000	248
485500	220
486000	194
486500	218
487000	201
487500	232
488000	363
488500	437
489000	468
489500	597
490000	516
490500	426
491000	444
491500	332
492000	205
492500	205
493000	198
493500	236
494000	237
494500	282
495000	259
495500	224
496000	234
496500	330
497000	498
497500	431
498000	413
498500	433
499000	393
499500	433
500000	421
